"gender","age","nsubj","trial","cardSelected","rtChoice","win","loss","net","totalcash","confidence","rtConf","deckOrder"
"m","23",27,50,"A",2097,50,0,50,1300,4,672,"bcad"
"m","23",27,51,"A",1669,50,0,50,1350,4,1103,"bcad"
"m","23",27,52,"A",1057,50,0,50,1400,4,963,"bcad"
"m","23",27,53,"A",1296,50,-50,0,1400,4,1352,"bcad"
"m","23",27,54,"A",1809,50,-25,25,1425,4,751,"bcad"
"m","23",27,55,"A",1440,50,-50,0,1425,4,807,"bcad"
"m","23",27,56,"A",944,50,0,50,1475,4,728,"bcad"
"m","23",27,57,"A",832,50,0,50,1525,4,1777,"bcad"
"m","23",27,58,"A",1049,50,-75,-25,1500,3,1551,"bcad"
"m","23",27,59,"A",1807,50,-50,0,1500,3,1609,"bcad"
"m","23",27,60,"A",817,50,0,50,1550,2,2327,"bcad"
"m","23",27,61,"A",664,50,0,50,1600,3,2696,"bcad"
"m","23",27,62,"A",679,50,0,50,1650,3,1016,"bcad"
"m","23",27,63,"A",665,50,-25,25,1675,3,712,"bcad"
"m","23",27,64,"A",2401,50,-25,25,1700,3,944,"bcad"
"m","23",27,65,"A",1096,50,0,50,1750,3,1026,"bcad"
"m","23",27,66,"A",841,50,-75,-25,1725,3,871,"bcad"
"m","23",27,67,"A",664,50,0,50,1775,3,767,"bcad"
"m","23",27,68,"A",901,50,-50,0,1775,3,843,"bcad"
"m","23",27,69,"A",1137,50,-75,-25,1750,3,655,"bcad"
"m","23",27,70,"A",937,50,0,50,1800,3,1647,"bcad"
"m","23",27,71,"A",961,50,0,50,1850,4,1464,"bcad"
"m","23",27,72,"A",791,50,-50,0,1850,4,791,"bcad"
"m","23",27,73,"A",1033,50,0,50,1900,4,728,"bcad"
"m","23",27,74,"A",509,50,-50,0,1900,4,737,"bcad"
"m","23",27,75,"A",689,50,0,50,1950,4,1016,"bcad"
"m","23",27,76,"A",1392,50,-50,0,1950,4,776,"bcad"
"m","23",27,77,"A",889,50,0,50,2000,4,855,"bcad"
"m","23",27,78,"A",785,50,-50,0,2000,4,551,"bcad"
"m","23",27,79,"A",568,50,-50,0,2000,4,671,"bcad"
"m","23",27,80,"A",881,50,0,50,2050,4,968,"bcad"
"m","23",27,81,"A",1016,50,-25,25,2075,4,1119,"bcad"
"m","23",27,82,"A",849,50,-75,-25,2050,4,751,"bcad"
"m","23",27,83,"A",593,50,0,50,2100,4,727,"bcad"
"m","23",27,84,"A",936,50,0,50,2150,4,839,"bcad"
"m","23",27,85,"A",1026,50,0,50,2200,4,798,"bcad"
"m","23",27,86,"A",873,50,-25,25,2225,4,656,"bcad"
"m","23",27,87,"A",809,50,-75,-25,2200,4,624,"bcad"
"m","23",27,88,"A",681,50,0,50,2250,4,896,"bcad"
"m","23",27,89,"A",1129,50,-50,0,2250,4,848,"bcad"
"m","23",27,90,"A",1305,50,0,50,2300,4,703,"bcad"
"m","23",27,91,"A",968,50,0,50,2350,4,961,"bcad"
"m","23",27,92,"A",1249,50,0,50,2400,4,1009,"bcad"
"m","23",27,93,"A",665,50,-50,0,2400,4,944,"bcad"
"m","23",27,94,"A",769,50,-25,25,2425,4,1152,"bcad"
"m","23",27,95,"A",832,50,-50,0,2425,4,880,"bcad"
"m","23",27,96,"A",1469,50,0,50,2475,4,1007,"bcad"
"m","23",27,97,"A",786,50,0,50,2525,4,1230,"bcad"
"m","23",27,98,"A",616,50,-75,-25,2500,4,1088,"bcad"
"m","23",27,99,"A",617,50,-50,0,2500,4,863,"bcad"
"m","23",27,100,"A",577,50,0,50,2550,4,839,"bcad"
"f","25",28,1,"A",34427,50,0,50,2050,4,3967,"bcda"
"f","25",28,2,"C",3840,100,0,100,2150,3,10473,"bcda"
"f","25",28,3,"D",13720,50,0,50,2200,4,568,"bcda"
"f","25",28,4,"B",12801,100,0,100,2300,4,2239,"bcda"
"f","25",28,5,"A",12520,50,0,50,2350,2,1951,"bcda"
"f","25",28,6,"D",2841,50,0,50,2400,4,1648,"bcda"
"f","25",28,7,"B",4480,100,0,100,2500,1,5592,"bcda"
"f","25",28,8,"C",2576,100,0,100,2600,3,1776,"bcda"
"f","25",28,9,"B",12728,100,-150,-50,2550,4,1352,"bcda"
"f","25",28,10,"C",2345,100,0,100,2650,3,3176,"bcda"
"f","25",28,11,"A",1057,50,0,50,2700,4,1384,"bcda"
"f","25",28,12,"B",25216,100,0,100,2800,4,816,"bcda"
"f","25",28,13,"C",5008,100,0,100,2900,3,824,"bcda"
"f","25",28,14,"B",5104,100,-300,-200,2700,4,1351,"bcda"
"f","25",28,15,"B",2001,100,0,100,2800,2,1887,"bcda"
"f","25",28,16,"C",3952,100,0,100,2900,1,2361,"bcda"
"f","25",28,17,"D",5088,50,-50,0,2900,2,3712,"bcda"
"f","25",28,18,"C",8609,100,0,100,3000,3,1239,"bcda"
"f","25",28,19,"A",1728,50,0,50,3050,2,3776,"bcda"
"f","25",28,20,"C",2160,100,0,100,3150,1,2432,"bcda"
"f","25",28,21,"D",1976,50,0,50,3200,4,1080,"bcda"
"f","25",28,22,"A",4055,50,0,50,3250,2,2703,"bcda"
"f","25",28,23,"C",1216,100,0,100,3350,2,2368,"bcda"
"f","25",28,24,"B",2777,100,-200,-100,3250,2,4311,"bcda"
"f","25",28,25,"A",1808,50,0,50,3300,4,1144,"bcda"
"f","25",28,26,"C",2864,100,-1250,-1150,2150,1,1576,"bcda"
"f","25",28,27,"C",3360,100,0,100,2250,4,864,"bcda"
"f","25",28,28,"B",1920,100,0,100,2350,4,688,"bcda"
"f","25",28,29,"A",1696,50,0,50,2400,3,992,"bcda"
"f","25",28,30,"D",1320,50,-50,0,2400,2,1408,"bcda"
"f","25",28,31,"B",1064,100,-250,-150,2250,1,1712,"bcda"
"f","25",28,32,"D",1456,50,0,50,2300,4,688,"bcda"
"f","25",28,33,"A",1600,50,0,50,2350,4,1424,"bcda"
"f","25",28,34,"A",1440,50,0,50,2400,2,1592,"bcda"
"f","25",28,35,"D",1112,50,-50,0,2400,2,3752,"bcda"
"f","25",28,36,"B",1544,100,-350,-250,2150,2,1105,"bcda"
"f","25",28,37,"D",1896,50,0,50,2200,2,2016,"bcda"
"f","25",28,38,"C",4345,100,0,100,2300,1,2791,"bcda"
"f","25",28,39,"B",1753,100,0,100,2400,4,1384,"bcda"
"f","25",28,40,"C",1849,100,0,100,2500,4,864,"bcda"
"f","25",28,41,"A",1393,50,-250,-200,2300,4,808,"bcda"
"f","25",28,42,"D",1041,50,-50,0,2300,1,1856,"bcda"
"f","25",28,43,"C",2264,100,0,100,2400,2,776,"bcda"
"f","25",28,44,"B",1112,100,-350,-250,2150,4,1520,"bcda"
"f","25",28,45,"A",1472,50,0,50,2200,2,3888,"bcda"
"f","25",28,46,"C",2288,100,-1250,-1150,1050,3,1536,"bcda"
"f","25",28,47,"A",1393,50,0,50,1100,2,1087,"bcda"
"f","25",28,48,"A",1600,50,0,50,1150,2,2384,"bcda"
"f","25",28,49,"A",2344,50,0,50,1200,2,2752,"bcda"
"f","25",28,50,"B",3600,100,0,100,1300,2,1064,"bcda"
"f","25",28,51,"C",7776,100,0,100,1400,2,2576,"bcda"
"f","25",28,52,"B",1696,100,-250,-150,1250,2,8704,"bcda"
"f","25",28,53,"C",3200,100,0,100,1350,3,2280,"bcda"
"f","25",28,54,"D",3912,50,-50,0,1350,2,2056,"bcda"
"f","25",28,55,"B",1512,100,-200,-100,1250,1,3592,"bcda"
"f","25",28,56,"C",1672,100,0,100,1350,4,600,"bcda"
"f","25",28,57,"B",4872,100,0,100,1450,4,2176,"bcda"
"f","25",28,58,"C",5784,100,0,100,1550,4,1672,"bcda"
"f","25",28,59,"B",1313,100,-300,-200,1350,2,1455,"bcda"
"f","25",28,60,"D",10769,50,0,50,1400,4,1432,"bcda"
"f","25",28,61,"B",5889,100,-150,-50,1350,1,1735,"bcda"
"f","25",28,62,"A",1840,50,0,50,1400,3,1160,"bcda"
"f","25",28,63,"C",920,100,0,100,1500,1,672,"bcda"
"f","25",28,64,"D",1057,50,-25,25,1525,2,1023,"bcda"
"f","25",28,65,"A",784,50,0,50,1575,4,800,"bcda"
"f","25",28,66,"C",912,100,0,100,1675,2,616,"bcda"
"f","25",28,67,"A",760,50,0,50,1725,3,568,"bcda"
"f","25",28,68,"D",736,50,-75,-25,1700,3,1216,"bcda"
"f","25",28,69,"A",944,50,0,50,1750,1,792,"bcda"
"f","25",28,70,"C",624,100,-1250,-1150,600,3,3530,"bcda"
"f","25",28,71,"D",1042,50,0,50,650,2,5527,"bcda"
"f","25",28,72,"B",1425,100,0,100,750,3,3887,"bcda"
"f","25",28,73,"C",1961,100,0,100,850,1,968,"bcda"
"f","25",28,74,"D",1233,50,0,50,900,3,2823,"bcda"
"f","25",28,75,"B",921,100,0,100,1000,4,1751,"bcda"
"f","25",28,76,"A",3848,50,0,50,1050,2,2592,"bcda"
"f","25",28,77,"B",1232,100,0,100,1150,3,3192,"bcda"
"f","25",28,78,"D",920,50,0,50,1200,1,3568,"bcda"
"f","25",28,79,"B",3290,100,-300,-200,1000,3,1823,"bcda"
"f","25",28,80,"A",2647,50,-250,-200,800,4,608,"bcda"
"f","25",28,81,"B",1472,100,0,100,900,3,1344,"bcda"
"f","25",28,82,"D",4072,50,-25,25,925,4,2889,"bcda"
"f","25",28,83,"B",1328,100,-350,-250,675,2,3360,"bcda"
"f","25",28,84,"A",2176,50,0,50,725,4,1112,"bcda"
"f","25",28,85,"B",1152,100,0,100,825,4,1408,"bcda"
"f","25",28,86,"B",608,100,-200,-100,725,2,1072,"bcda"
"f","25",28,87,"B",1096,100,-250,-150,575,1,600,"bcda"
"f","25",28,88,"C",624,100,0,100,675,1,856,"bcda"
"f","25",28,89,"C",696,100,0,100,775,2,760,"bcda"
"f","25",28,90,"C",632,100,0,100,875,3,688,"bcda"
"f","25",28,91,"C",560,100,0,100,975,4,720,"bcda"
"f","25",28,92,"D",922,50,-75,-25,950,1,759,"bcda"
"f","25",28,93,"D",648,50,0,50,1000,2,696,"bcda"
"f","25",28,94,"D",553,50,-50,0,1000,3,487,"bcda"
"f","25",28,95,"D",529,50,0,50,1050,4,463,"bcda"
"f","25",28,96,"A",1624,50,0,50,1100,4,744,"bcda"
"f","25",28,97,"A",552,50,0,50,1150,3,664,"bcda"
"f","25",28,98,"A",897,50,0,50,1200,2,487,"bcda"
"f","25",28,99,"A",440,50,0,50,1250,1,496,"bcda"
"f","25",28,100,"B",640,100,-150,-50,1200,1,536,"bcda"
"f","19",29,1,"C",4607,50,0,50,2050,2,2488,"dbca"
"f","19",29,2,"B",2016,100,0,100,2150,2,1568,"dbca"
"f","19",29,3,"B",1232,100,0,100,2250,2,1296,"dbca"
"f","19",29,4,"C",5729,50,0,50,2300,3,1880,"dbca"
"f","19",29,5,"B",3857,100,0,100,2400,4,2672,"dbca"
"f","19",29,6,"D",3193,100,0,100,2500,2,1944,"dbca"
"f","19",29,7,"B",2360,100,0,100,2600,3,1255,"dbca"
"f","19",29,8,"D",5961,100,0,100,2700,4,1400,"dbca"
"f","19",29,9,"B",6288,100,0,100,2800,3,1240,"dbca"
"f","19",29,10,"D",2153,100,-150,-50,2750,4,1080,"dbca"
"f","19",29,11,"C",1288,50,-50,0,2750,4,1168,"dbca"
"f","19",29,12,"C",1705,50,0,50,2800,3,1376,"dbca"
"f","19",29,13,"D",3672,100,0,100,2900,2,3232,"dbca"
"f","19",29,14,"B",11168,100,0,100,3000,4,1800,"dbca"
"f","19",29,15,"C",12425,50,-50,0,3000,3,1063,"dbca"
"f","19",29,16,"A",3801,50,0,50,3050,2,1640,"dbca"
"f","19",29,17,"B",3760,100,0,100,3150,3,1271,"dbca"
"f","19",29,18,"D",7961,100,-300,-200,2950,3,1223,"dbca"
"f","19",29,19,"A",5616,50,0,50,3000,3,1264,"dbca"
"f","19",29,20,"D",3528,100,0,100,3100,2,1376,"dbca"
"f","19",29,21,"A",1776,50,0,50,3150,3,1336,"dbca"
"f","19",29,22,"C",944,50,0,50,3200,3,2376,"dbca"
"f","19",29,23,"B",3232,100,0,100,3300,3,1168,"dbca"
"f","19",29,24,"A",4496,50,0,50,3350,2,1048,"dbca"
"f","19",29,25,"B",4208,100,-1250,-1150,2200,4,6768,"dbca"
"f","19",29,26,"C",3256,50,-50,0,2200,3,1192,"dbca"
"f","19",29,27,"D",728,100,-200,-100,2100,4,752,"dbca"
"f","19",29,28,"A",1593,50,0,50,2150,4,2095,"dbca"
"f","19",29,29,"B",681,100,0,100,2250,2,2663,"dbca"
"f","19",29,30,"B",4640,100,0,100,2350,4,1487,"dbca"
"f","19",29,31,"A",5417,50,0,50,2400,3,3751,"dbca"
"f","19",29,32,"C",3537,50,0,50,2450,2,3616,"dbca"
"f","19",29,33,"C",12336,50,-50,0,2450,4,2992,"dbca"
"f","19",29,34,"B",1521,100,0,100,2550,3,2479,"dbca"
"f","19",29,35,"A",4089,50,0,50,2600,3,1391,"dbca"
"f","19",29,36,"C",3105,50,-50,0,2600,3,1703,"dbca"
"f","19",29,37,"A",2848,50,0,50,2650,3,1169,"dbca"
"f","19",29,38,"A",1545,50,0,50,2700,3,1295,"dbca"
"f","19",29,39,"A",1145,50,-250,-200,2500,3,1263,"dbca"
"f","19",29,40,"D",2441,100,0,100,2600,3,888,"dbca"
"f","19",29,41,"C",1288,50,0,50,2650,3,1024,"dbca"
"f","19",29,42,"A",1864,50,0,50,2700,3,1056,"dbca"
"f","19",29,43,"B",3000,100,0,100,2800,3,744,"dbca"
"f","19",29,44,"D",3992,100,-250,-150,2650,3,1008,"dbca"
"f","19",29,45,"B",1672,100,-1250,-1150,1500,3,848,"dbca"
"f","19",29,46,"C",968,50,-25,25,1525,3,1448,"dbca"
"f","19",29,47,"D",9808,100,-350,-250,1275,2,2352,"dbca"
"f","19",29,48,"A",2608,50,0,50,1325,3,2040,"dbca"
"f","19",29,49,"B",1689,100,0,100,1425,2,1584,"dbca"
"f","19",29,50,"D",9169,100,0,100,1525,1,1736,"dbca"
"f","19",29,51,"B",3568,100,0,100,1625,2,5112,"dbca"
"f","19",29,52,"A",6208,50,0,50,1675,2,4911,"dbca"
"f","19",29,53,"D",6512,100,-350,-250,1425,2,3287,"dbca"
"f","19",29,54,"A",3072,50,0,50,1475,2,1295,"dbca"
"f","19",29,55,"B",1392,100,0,100,1575,2,1624,"dbca"
"f","19",29,56,"C",1832,50,-75,-25,1550,3,1313,"dbca"
"f","19",29,57,"A",1328,50,0,50,1600,1,1536,"dbca"
"f","19",29,58,"D",3881,100,0,100,1700,1,1279,"dbca"
"f","19",29,59,"B",3935,100,0,100,1800,3,3456,"dbca"
"f","19",29,60,"C",3017,50,0,50,1850,2,2783,"dbca"
"f","19",29,61,"A",4632,50,0,50,1900,1,1792,"dbca"
"f","19",29,62,"C",5840,50,0,50,1950,2,2376,"dbca"
"f","19",29,63,"D",3016,100,-250,-150,1800,3,2288,"dbca"
"f","19",29,64,"A",2128,50,0,50,1850,2,1432,"dbca"
"f","19",29,65,"C",1320,50,0,50,1900,3,1736,"dbca"
"f","19",29,66,"B",1394,100,0,100,2000,3,1039,"dbca"
"f","19",29,67,"A",4672,50,0,50,2050,2,1192,"dbca"
"f","19",29,68,"C",3728,50,-25,25,2075,2,1096,"dbca"
"f","19",29,69,"A",8296,50,0,50,2125,2,1752,"dbca"
"f","19",29,70,"C",3496,50,-75,-25,2100,1,2400,"dbca"
"f","19",29,71,"B",1848,100,0,100,2200,2,1040,"dbca"
"f","19",29,72,"D",960,100,-200,-100,2100,1,1920,"dbca"
"f","19",29,73,"C",1504,50,0,50,2150,2,1000,"dbca"
"f","19",29,74,"A",1408,50,-250,-200,1950,3,1352,"dbca"
"f","19",29,75,"B",1625,100,-1250,-1150,800,2,943,"dbca"
"f","19",29,76,"C",1105,50,-50,0,800,2,2303,"dbca"
"f","19",29,77,"D",656,100,0,100,900,1,1896,"dbca"
"f","19",29,78,"A",1537,50,0,50,950,1,1327,"dbca"
"f","19",29,79,"D",1703,100,-300,-200,750,1,1336,"dbca"
"f","19",29,80,"B",889,100,0,100,850,3,1255,"dbca"
"f","19",29,81,"C",2608,50,0,50,900,2,1592,"dbca"
"f","19",29,82,"A",3496,50,0,50,950,1,1064,"dbca"
"f","19",29,83,"C",1208,50,0,50,1000,3,1704,"dbca"
"f","19",29,84,"B",1392,100,0,100,1100,2,1385,"dbca"
"f","19",29,85,"A",3273,50,0,50,1150,1,1199,"dbca"
"f","19",29,86,"C",1872,50,0,50,1200,2,952,"dbca"
"f","19",29,87,"B",1480,100,0,100,1300,3,2144,"dbca"
"f","19",29,88,"A",5161,50,0,50,1350,3,4176,"dbca"
"f","19",29,89,"C",4096,50,-50,0,1350,4,1785,"dbca"
"f","19",29,90,"D",2672,100,-150,-50,1300,1,1112,"dbca"
"f","19",29,91,"A",2008,50,0,50,1350,3,2336,"dbca"
"f","19",29,92,"B",2576,100,0,100,1450,3,2640,"dbca"
"f","19",29,93,"C",1313,50,-25,25,1475,2,2408,"dbca"
"f","19",29,94,"A",1329,50,0,50,1525,3,1431,"dbca"
"f","19",29,95,"B",3113,100,0,100,1625,2,2023,"dbca"
"f","19",29,96,"A",1552,50,0,50,1675,1,1224,"dbca"
"f","19",29,97,"C",4113,50,-50,0,1675,3,767,"dbca"
"f","19",29,98,"B",2592,100,0,100,1775,2,1144,"dbca"
"f","19",29,99,"C",5392,50,0,50,1825,1,1240,"dbca"
"f","19",29,100,"B",2376,100,0,100,1925,4,3448,"dbca"
"f","22",30,1,"C",10660,100,0,100,2100,4,2377,"cdab"
"f","22",30,2,"A",5887,50,0,50,2150,4,3929,"cdab"
"f","22",30,3,"D",5673,100,0,100,2250,4,1175,"cdab"
"f","22",30,4,"C",4352,100,0,100,2350,4,1105,"cdab"
"f","22",30,5,"A",2513,50,0,50,2400,4,975,"cdab"
"f","22",30,6,"D",3104,100,0,100,2500,4,776,"cdab"
"f","22",30,7,"B",3392,50,0,50,2550,4,945,"cdab"
"f","22",30,8,"D",16752,100,0,100,2650,4,1024,"cdab"
"f","22",30,9,"A",10160,50,-50,0,2650,4,944,"cdab"
"f","22",30,10,"B",8497,50,0,50,2700,4,1215,"cdab"
"f","22",30,11,"A",3986,50,0,50,2750,4,1078,"cdab"
"f","22",30,12,"D",1880,100,0,100,2850,4,864,"cdab"
"f","22",30,13,"C",769,100,-150,-50,2800,4,887,"cdab"
"f","22",30,14,"A",2033,50,-50,0,2800,4,1239,"cdab"
"f","22",30,15,"B",4320,50,0,50,2850,4,1096,"cdab"
"f","22",30,16,"D",1336,100,0,100,2950,4,1161,"cdab"
"f","22",30,17,"B",11537,50,0,50,3000,4,904,"cdab"
"f","22",30,18,"C",7032,100,0,100,3100,4,777,"cdab"
"f","22",30,19,"D",912,100,0,100,3200,4,712,"cdab"
"f","22",30,20,"A",1200,50,0,50,3250,4,1184,"cdab"
"f","22",30,21,"C",5065,100,-300,-200,3050,4,824,"cdab"
"f","22",30,22,"A",3208,50,-50,0,3050,4,1072,"cdab"
"f","22",30,23,"D",1160,100,0,100,3150,4,656,"cdab"
"f","22",30,24,"B",10049,50,0,50,3200,4,1015,"cdab"
"f","22",30,25,"C",2265,100,0,100,3300,4,1784,"cdab"
"f","22",30,26,"A",2184,50,0,50,3350,4,984,"cdab"
"f","22",30,27,"D",856,100,0,100,3450,4,727,"cdab"
"f","22",30,28,"B",864,50,0,50,3500,4,896,"cdab"
"f","22",30,29,"C",783,100,-200,-100,3400,4,688,"cdab"
"f","22",30,30,"A",1791,50,-50,0,3400,4,1001,"cdab"
"f","22",30,31,"D",808,100,-1250,-1150,2250,4,713,"cdab"
"f","22",30,32,"B",5976,50,0,50,2300,4,1089,"cdab"
"f","22",30,33,"A",4200,50,-50,0,2300,4,1944,"cdab"
"f","22",30,34,"D",2152,100,0,100,2400,4,1041,"cdab"
"f","22",30,35,"B",2296,50,0,50,2450,4,952,"cdab"
"f","22",30,36,"C",991,100,0,100,2550,4,662,"cdab"
"f","22",30,37,"A",745,50,0,50,2600,4,1168,"cdab"
"f","22",30,38,"D",808,100,0,100,2700,4,655,"cdab"
"f","22",30,39,"C",2560,100,-250,-150,2550,4,752,"cdab"
"f","22",30,40,"B",1280,50,0,50,2600,4,864,"cdab"
"f","22",30,41,"A",1032,50,-25,25,2625,4,1177,"cdab"
"f","22",30,42,"D",1208,100,0,100,2725,4,569,"cdab"
"f","22",30,43,"B",9441,50,-250,-200,2525,4,703,"cdab"
"f","22",30,44,"A",897,50,-75,-25,2500,4,800,"cdab"
"f","22",30,45,"D",912,100,0,100,2600,4,585,"cdab"
"f","22",30,46,"B",1576,50,0,50,2650,4,785,"cdab"
"f","22",30,47,"C",712,100,-350,-250,2400,4,737,"cdab"
"f","22",30,48,"A",784,50,0,50,2450,4,897,"cdab"
"f","22",30,49,"D",7032,100,-1250,-1150,1300,4,640,"cdab"
"f","22",30,50,"B",3216,50,0,50,1350,4,1040,"cdab"
"f","22",30,51,"B",1696,50,0,50,1400,4,1057,"cdab"
"f","22",30,52,"C",2081,100,0,100,1500,4,768,"cdab"
"f","22",30,53,"A",1400,50,0,50,1550,4,1176,"cdab"
"f","22",30,54,"B",2824,50,0,50,1600,4,848,"cdab"
"f","22",30,55,"D",904,100,0,100,1700,4,808,"cdab"
"f","22",30,56,"C",3024,100,-350,-250,1450,4,913,"cdab"
"f","22",30,57,"A",1175,50,0,50,1500,4,938,"cdab"
"f","22",30,58,"D",2713,100,0,100,1600,4,2431,"cdab"
"f","22",30,59,"C",6969,100,0,100,1700,4,663,"cdab"
"f","22",30,60,"B",1016,50,0,50,1750,4,1072,"cdab"
"f","22",30,61,"D",1265,100,0,100,1850,4,575,"cdab"
"f","22",30,62,"A",697,50,-25,25,1875,4,927,"cdab"
"f","22",30,63,"C",2097,100,-250,-150,1725,4,632,"cdab"
"f","22",30,64,"B",578,50,0,50,1775,4,840,"cdab"
"f","22",30,65,"D",678,100,0,100,1875,4,1200,"cdab"
"f","22",30,66,"A",799,50,-75,-25,1850,4,874,"cdab"
"f","22",30,67,"C",627,100,-200,-100,1750,4,701,"cdab"
"f","22",30,68,"B",768,50,0,50,1800,4,823,"cdab"
"f","22",30,69,"A",4495,50,0,50,1850,4,2936,"cdab"
"f","22",30,70,"D",9288,100,0,100,1950,4,1272,"cdab"
"f","22",30,71,"B",1656,50,0,50,2000,4,842,"cdab"
"f","22",30,72,"C",2520,100,0,100,2100,4,641,"cdab"
"f","22",30,73,"A",3008,50,-50,0,2100,4,1160,"cdab"
"f","22",30,74,"D",882,100,0,100,2200,4,718,"cdab"
"f","22",30,75,"B",1376,50,0,50,2250,4,880,"cdab"
"f","22",30,76,"A",9392,50,0,50,2300,4,1648,"cdab"
"f","22",30,77,"D",1449,100,-1250,-1150,1150,4,536,"cdab"
"f","22",30,78,"B",1040,50,-250,-200,950,4,1200,"cdab"
"f","22",30,79,"C",724,100,-300,-200,750,4,693,"cdab"
"f","22",30,80,"A",960,50,0,50,800,4,1048,"cdab"
"f","22",30,81,"B",1496,50,0,50,850,4,665,"cdab"
"f","22",30,82,"D",772,100,0,100,950,4,581,"cdab"
"f","22",30,83,"C",913,100,-150,-50,900,4,950,"cdab"
"f","22",30,84,"B",655,50,0,50,950,4,841,"cdab"
"f","22",30,85,"A",1224,50,0,50,1000,4,1047,"cdab"
"f","22",30,86,"D",624,100,0,100,1100,4,529,"cdab"
"f","22",30,87,"C",2577,100,0,100,1200,4,640,"cdab"
"f","22",30,88,"A",1288,50,-50,0,1200,4,1160,"cdab"
"f","22",30,89,"D",751,100,0,100,1300,4,578,"cdab"
"f","22",30,90,"B",1080,50,0,50,1350,4,608,"cdab"
"f","22",30,91,"C",848,100,0,100,1450,4,696,"cdab"
"f","22",30,92,"B",2023,50,0,50,1500,4,808,"cdab"
"f","22",30,93,"D",1784,100,0,100,1600,4,576,"cdab"
"f","22",30,94,"A",2784,50,-25,25,1625,4,760,"cdab"
"f","22",30,95,"B",2088,50,0,50,1675,4,1376,"cdab"
"f","22",30,96,"D",1016,100,0,100,1775,4,545,"cdab"
"f","22",30,97,"C",768,100,0,100,1875,4,784,"cdab"
"f","22",30,98,"A",846,50,-50,0,1875,4,976,"cdab"
"f","22",30,99,"D",665,100,0,100,1975,4,552,"cdab"
"f","22",30,100,"C",618,100,-300,-200,1775,4,791,"cdab"
"f","21",31,1,"B",13543,100,0,100,2100,2,4608,"cbda"
"f","21",31,2,"D",10264,50,0,50,2150,2,7921,"cbda"
"f","21",31,3,"C",2856,100,0,100,2250,3,2088,"cbda"
"f","21",31,4,"B",5096,100,0,100,2350,4,2816,"cbda"
"f","21",31,5,"A",2064,50,0,50,2400,2,2952,"cbda"
"f","21",31,6,"C",3840,100,0,100,2500,3,2584,"cbda"
"f","21",31,7,"A",4672,50,0,50,2550,4,1376,"cbda"
"f","21",31,8,"D",4752,50,0,50,2600,3,2560,"cbda"
"f","21",31,9,"B",2857,100,0,100,2700,3,3727,"cbda"
"f","21",31,10,"A",3096,50,0,50,2750,3,2448,"cbda"
"f","21",31,11,"D",2408,50,-50,0,2750,4,920,"cbda"
"f","21",31,12,"B",1976,100,0,100,2850,2,2792,"cbda"
"f","21",31,13,"C",3568,100,-150,-50,2800,3,1712,"cbda"
"f","21",31,14,"A",2513,50,0,50,2850,1,1592,"cbda"
"f","21",31,15,"D",1607,50,0,50,2900,3,2193,"cbda"
"f","21",31,16,"B",4169,100,0,100,3000,2,4871,"cbda"
"f","21",31,17,"D",2881,50,-50,0,3000,2,2039,"cbda"
"f","21",31,18,"A",2912,50,0,50,3050,3,1952,"cbda"
"f","21",31,19,"D",3056,50,0,50,3100,4,1792,"cbda"
"f","21",31,20,"A",1920,50,0,50,3150,2,1664,"cbda"
"f","21",31,21,"C",3831,100,0,100,3250,1,1720,"cbda"
"f","21",31,22,"C",3441,100,-300,-200,3050,2,2903,"cbda"
"f","21",31,23,"D",1800,50,-50,0,3050,1,1265,"cbda"
"f","21",31,24,"A",920,50,0,50,3100,1,512,"cbda"
"f","21",31,25,"B",1480,100,0,100,3200,2,2136,"cbda"
"f","21",31,26,"C",4456,100,0,100,3300,2,3256,"cbda"
"f","21",31,27,"B",3017,100,0,100,3400,3,1431,"cbda"
"f","21",31,28,"A",1641,50,0,50,3450,4,1800,"cbda"
"f","21",31,29,"C",2953,100,-200,-100,3350,3,2200,"cbda"
"f","21",31,30,"D",2985,50,0,50,3400,4,1599,"cbda"
"f","21",31,31,"C",1504,100,0,100,3500,2,2824,"cbda"
"f","21",31,32,"A",2456,50,0,50,3550,1,4312,"cbda"
"f","21",31,33,"B",1976,100,0,100,3650,2,2424,"cbda"
"f","21",31,34,"D",3289,50,-50,0,3650,4,2440,"cbda"
"f","21",31,35,"D",2048,50,-50,0,3650,3,1321,"cbda"
"f","21",31,36,"A",1512,50,-250,-200,3450,1,1360,"cbda"
"f","21",31,37,"C",1001,100,-250,-150,3300,1,1336,"cbda"
"f","21",31,38,"B",624,100,-1250,-1150,2150,2,633,"cbda"
"f","21",31,39,"C",865,100,-350,-250,1900,4,2199,"cbda"
"f","21",31,40,"A",680,50,0,50,1950,1,831,"cbda"
"f","21",31,41,"B",4056,100,0,100,2050,1,1617,"cbda"
"f","21",31,42,"D",1657,50,0,50,2100,2,1623,"cbda"
"f","21",31,43,"A",912,50,0,50,2150,1,3632,"cbda"
"f","21",31,44,"C",1137,100,0,100,2250,2,1609,"cbda"
"f","21",31,45,"B",2248,100,0,100,2350,1,1128,"cbda"
"f","21",31,46,"D",1792,50,-25,25,2375,3,2328,"cbda"
"f","21",31,47,"B",2185,100,0,100,2475,2,1320,"cbda"
"f","21",31,48,"B",16256,100,0,100,2575,2,2792,"cbda"
"f","21",31,49,"D",4120,50,-75,-25,2550,4,19432,"cbda"
